translationKey,sourceValue,overrideValue
view_heading.view_voucher_template,View voucher template,View voucher template
label.days,Days,Days
custom_header.crop23,{DashboardUtil:uCrop23},{DashboardUtil:uCrop23}
input.Name,Name,Name
column_heading.farmer.cropstatus,cropstatus,cropstatus
column_heading.datetimestampFinished,DatetimestampFinished,DatetimestampFinished
view_heading.farmer_bulk_message,Farmer bulk message,Farmer bulk message
stringgroup.Global_Translation_Parameter,Global Translation Parameter,Global Translation Parameter
custom_header.crop21,{DashboardUtil:uCrop21},{DashboardUtil:uCrop21}
alert.object.voucher_batch_no_days,Please enter a valid number for Active voucher days.,Please enter a valid number for Active voucher days.
custom_header.crop81,{DashboardUtil:uCrop81},{DashboardUtil:uCrop81}
reports_subcounty.Sub_County,Sub County,Sub County
column_heading.order_total,Order Total,Order Total
alert_error.invalid_mobilenumber,No mobile number specified.,No mobile number specified.
label.Original_CaseSensitive_Text,Original CaseSensitive Text,Original CaseSensitive Text
column_heading.name,Name,Name
column_heading._Status,Status,Status
reportstableheading.Daily_Registration_Report,Daily Registration Report,Daily Registration Report
table_heading.Farmer_CropVouchers,Farmer EnterpriseVouchers,Farmer EnterpriseVouchers
label.Request_Code,Request Code,Request Code
button.archive,Archive,Archive
column_heading.farmer.preferredlanguage,Preferredlanguage,Preferredlanguage
label.Point_In_Time,Point In Time,Point In Time
custom_header.crop22,{DashboardUtil:uCrop22},{DashboardUtil:uCrop22}
column.Event_Description,Event Description,Event Description
label.units_*,Units *,Units *
custom_header.crop24,{DashboardUtil:uCrop24},{DashboardUtil:uCrop24}
input.stock_item_csv,Stock item csv,Stock item csv
custom_header.crop25,{DashboardUtil:uCrop25},{DashboardUtil:uCrop25}
view_heading.Location_Upload_File,Location Upload File,Location Upload File
stringgroup.Description,Description,Description
view_heading.pay_Agro_Dealer,Pay Agro Dealer,Pay Agro Dealer
view_heading.farmer_Audit_Log,Farmer Audit Log,Farmer Audit Log
info.csv_headers,Csv headers,Csv headers
reports_subcounty.Sub_County,Sub County,Sub County
confirm_subject.remove,Remove Role,Remove Role
validation.required,This is a required field.,This is a required field.
result.config_value_set,Config value set.,Config value set.
input.farmers_csv,Farmers csv,Farmers csv
label.sub_depot,Sub depot,Sub depot
view_heading.manage_user_group,Manage user group,Manage user group
view_heading.dev_testing,Dev testing,Dev testing
table_heading.stock_transaction,Stock transaction,Stock transaction
table_heading.sms_logs,Sms logs,Sms logs
view_heading.manage_action,Manage action,Manage action
button.Save,Save,Save
label.governmentPersonneleNumber,GovernmentPersonneleNumber,GovernmentPersonneleNumber
button.upload_locations,Upload Locations,Upload Locations
label.Name,Name,Name
button.Unit_Test,Unit Test,Unit Test
view_heading.manage_Group_Members,Manage Group Members,Manage Group Members
custom_header.crop71,{DashboardUtil:uCrop71},{DashboardUtil:uCrop71}
view_heading.manage_voucher_category,Manage voucher category,Manage voucher category
button.refresh,Refresh,Refresh
alert.helpers.unkown_role,Unknown role.,Unknown role.
button_heading.select,Select,Select
reports_generic.String_Value,String Value,String Value
label.gender_*,Gender *,Gender *
table_heading.role_group_profile,Role group profile,Role group profile
label.Receipt_Measure,Receipt Measure,Receipt Measure
view_heading.pay_transaction_fee,Pay transaction fee,Pay transaction fee
reports_preregisteredfarmers.Pre-Registered_Farmers,Pre-Registered Farmers,Pre-Registered Farmers
custom_header.crop65,{DashboardUtil:uCrop65},{DashboardUtil:uCrop65}
view_heading.view_crop,View crop,View crop
column.initial_quantity,Initial quantity,Initial quantity
custom_header.crop48,{DashboardUtil:uCrop48},{DashboardUtil:uCrop48}
column.expired,Expired,Expired
view_heading.capture_stock_transaction,Capture stock transaction,Capture stock transaction
custom_header.location_level_eight,Location level eight,Location level eight
custom_header.hierarchy_level_seven,Hierarchy level seven,Hierarchy level seven
view_heading.Capture_Stock,Capture Stock,Capture Stock
column.outstanding_balance,Outstanding balance,Outstanding balance
custom_header.crop6,{DashboardUtil:uCrop6},{DashboardUtil:uCrop6}
label.current_budget,Current budget,Current budget
button.Fix_Erros,Fix Erros,Fix Erros
string_label.Mobile_number,Mobile number,Mobile number
column.total_owed,Total owed,Total owed
column.description,Description,Description
button.audit_logs,Audit logs,Audit logs
label.sms_type,Sms type,Sms type
view_heading.view_crop_voucher,View crop voucher,View crop voucher
column.quantity,Quantity,Quantity
column_heading.priority,Priority,Priority
alert_error.invalid_farm_size_big,Enterprise units too many,Enterprise units too many
column.id_number,Id number,Id number
button_heading.comments,Show Comments,Show Comments
button.audit_logs,Audit logs,Audit logs
button.view,View,View
label.Bags_selected,Selected,Selected
alert_error.invalid_cropsize,No farm size specified or farm size of less than 0 specified.,No farm size specified or farm size of less than 0 specified.
label.sms_type,Sms type,Sms type
result.config_deleted,Config setting deleted.,Config setting deleted.
alert_success.sms.sms_injected,SMS Injected.,SMS Injected.
column_heading.farmer.farmsize,farmsize,farmsize
view_heading.view_farmer,View farmer,View farmer
result.config_description_updated,Config description updated.,Config description updated.
alert.field.validation.string,{uFieldName} needs to be valid alphanumeric text.,{uFieldName} needs to be valid alphanumeric text.
label.Failed_Farmers,Failed Farmers,Failed Farmers
alert_error.invalid_cropstatus,Invalid crop status specified.,Invalid crop status specified.
table_heading.key_scheduled_event_logs,Key scheduled event logs,Key scheduled event logs
custom_header.crop97,{DashboardUtil:uCrop97},{DashboardUtil:uCrop97}
alert.uploadfile.confirmdeletebody,Please confirm that you wish to delete this uploaded file?,Please confirm that you wish to delete this uploaded file?
button.LoadRoleServicePoint,LoadRoleServicePoint,LoadRoleServicePoint
custom_header.crop98,{DashboardUtil:uCrop98},{DashboardUtil:uCrop98}
button.add_role_group_profile,Add role group profile,Add role group profile
view_heading.Add_Crop_To_Voucher_Template,Add Enterprise To Voucher Template,Add Enterprise To Voucher Template
textfield.addComment,New Comment,New Comment
table_heading.farmer_sms_logs,Farmer sms logs,Farmer sms logs
alert.uploadfile.confirmuploaddone,The file has been uploaded.,The file has been uploaded.
confirm_body.archive_farmer,Are you sure you would like to delete this Farmer?,Are you sure you would like to delete this Farmer?
column_heading.Date_Created,Date Created,Date Created
alert.object.voucher_template_no_max_bags,Please enter a valid number for Maximum Bags per voucher.,Please enter a valid number for Maximum Bags per voucher.
column_heading.Status,Status,Status
custom_header.crop12,{DashboardUtil:uCrop12},{DashboardUtil:uCrop12}
column.last_name,Last name,Last name
view_heading.Error_Log,Error Log,Error Log
string_label.Last_Processed,Last Processed,Last Processed
confirmation.send_messages_subject,Approve this message?,Approve this message?
custom_header.crop30,{DashboardUtil:uCrop30},{DashboardUtil:uCrop30}
alert.farmer.request.no_notification_record,Farmer did not receive notification for Voucher Batch: {fRequestCode},Farmer did not receive notification for Voucher Batch: {fRequestCode}
alert.select_order_status.error,Please Select an Order Status,Please Select an Order Status
view_heading.Edit_TranslationPair,Edit Translation Pair,Edit Translation Pair
column.Date,Date,Date
alert_error.invalid_gender,No gender specified.,No gender specified.
custom_header.crop49,{DashboardUtil:uCrop49},{DashboardUtil:uCrop49}
view_heading.view_Internal_Support,View Internal Support,View Internal Support
column.businessRegType,BusinessRegType,BusinessRegType
string_label.child_location,Child location,Child location
table._, , 
label.Location_Level,Location Level,Location Level
table_heading.agro_Dealer_Transactions,Agro Dealer Transactions,Agro Dealer Transactions
alert.object.voucher_batch_no_fertilizers,Please add Fertilizers to Voucher Batch before continuing.,Please add Fertilizers to Voucher Batch before continuing.
column.Balance_Before,Balance Before,Balance Before
view_heading.edit_User_Group,Edit User Group,Edit User Group
column_heading.Level,Level,Level
column.county,County,County
sms.voucher_redemption.voucher_already_redeemed,"Dear {fFarmerName}, you have redeemed all the available vouchers for this voucher code {fRequestCode}. Thank you - {fProviderName}.","Dear {fFarmerName}, you have redeemed all the available vouchers for this voucher code {fRequestCode}. Thank you - {fProviderName}."
column_heading.Customer_Mobile,Customer Mobile,Customer Mobile
column.Date_modified,Date modified,Date modified
view_heading.upload_locations,Upload locations,Upload locations
button.Load_Defaults,Load Defaults,Load Defaults
column.service_point_name,Service point name,Service point name
custom_header.stock_description,description,description
button.Schedule,Schedule,Schedule
alert.object.updated,{uObjectName} updated.,{uObjectName} updated.
confirm_body.archive_location_level,Are you sure you would like to delete this Location Level?,Are you sure you would like to delete this Location Level?
button.Include_Archived,Include Archived,Include Archived
view_heading.edit_stock_item,Edit stock item,Edit stock item
reports_budgetallocatedksh.Budget_allocated_(Ksh),Budget allocated (Ksh),Budget allocated (Ksh)
reportstableheading.Voucher_report_per_county_per_depot,Voucher report per county per depot,Voucher report per county per depot
table.Upload_Log,Upload Log,Upload Log
view_heading.audit_scheduled_function_log,Audit scheduled function log,Audit scheduled function log
stringgroup.Translation,Translation,Translation
custom_header.stock_current_cost_price,current_cost_price,current_cost_price
string_label.Lastname,Lastname,Lastname
reports_subsidyperbagksh.Subsidy_per_Bags_(Ksh),Subsidy per Bags (Ksh),Subsidy per Bags (Ksh)
column.First_Completed,First Completed,First Completed
alert_error.invalid_cropstatus,Invalid enterprise status specified.,Invalid enterprise status specified.
alert_error.invalid_firstname,No first name specified.,No first name specified.
info.priority,Priority,Priority
label.bank_Account_Holder,Bank Account Holder,Bank Account Holder
Select_Delivery_Status,Select Delivery Status,Select Delivery Status
table_heading.Orders,Orders,Orders
button.next,Next,Next
custom_header.crop75,{DashboardUtil:uCrop75},{DashboardUtil:uCrop75}
alert.farmer.mobile_number_null,Farmer mobile number is null,Farmer mobile number is null
column.bags_redeemed,Bags redeemed,Bags redeemed
label.profile_path,Profile path,Profile path
view_heading.Manage_Configurable_Questions,Manage Configurable Questions,Manage Configurable Questions
info.characters,Characters,Characters
button_heading.submitComment,Submit,Submit
custom_header.stock_description,description,description
column_heading.Date_Paid,Date Paid,Date Paid
custom_header.reportsgenerictemplate_column_location5,{ReportsGenericViewerLabels:column_location5},{ReportsGenericViewerLabels:column_location5}
label.path,Path,Path
custom_header.crop79,{DashboardUtil:uCrop19},{DashboardUtil:uCrop19}
column.paid_On,Paid On,Paid On
model.system.result,Result,Result
column.qty_redeemed,Qty redeemed,Qty redeemed
button.Refresh,Refresh,Refresh
column.reserved,Reserved,Reserved
table_heading.Location_Hierarchy,Location Hierarchy,Location Hierarchy
info.LastUpdatePath,LastUpdatePath,LastUpdatePath
alert.object.voucher_batch_request_code_exists,Request code {fAttributeName} already in user by another Voucher Batch,Request code {fAttributeName} already in user by another Voucher Batch
alert.uploadfile.confirmprocessdone,The uploaded file has been processed successfully.,The uploaded file has been processed successfully.
reportstableheading.Detailed_Fertilizer_Balance_per_Depot/Agro_dealer,Detailed Fertilizer Balance per Depot/Agro dealer,Detailed Fertilizer Balance per Depot/Agro dealer
custom_header.Subcounty_Header,{Reportviewer:uSubCountyHeader},{Reportviewer:uSubCountyHeader}
view_heading.Manage_Stock_Locations,Manage Stock Locations,Manage Stock Locations
sms.voucher_redemption.cropvoucher_redeemed,"Dear {fFarmerName}, by redeeming voucher code {fVoucherCode} you have redeemed all voucher codes for your {fCrop} enterprise. Thank you - {fProviderName}.","Dear {fFarmerName}, by redeeming voucher code {fVoucherCode} you have redeemed all voucher codes for your {fCrop} enterprise. Thank you - {fProviderName}."
column_heading.Units,Units,Units
custom_header.crop38,{DashboardUtil:uCrop38},{DashboardUtil:uCrop38}
input.description,Description,Description
